//Name,ID,Enable,Text,BitNo
EFEM-Robot_WaferGetError(LowerArm-P1-Slot5),40010,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot5),86
EFEM-Robot_WaferGetError(LowerArm-P1-Slot6),40011,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot6),87
EFEM-Robot_WaferGetError(LowerArm-P1-Slot7),40012,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot7),88
EFEM-Robot_WaferGetError(LowerArm-P1-Slot8),40013,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot8),89
EFEM-Robot_WaferGetError(LowerArm-P1-Slot9),40014,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot9),90
EFEM-Robot_WaferGetError(LowerArm-P1-Slot10),40015,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot10),91
EFEM-Robot_WaferGetError(LowerArm-P1-Slot11),40016,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot11),92
EFEM-Robot_WaferGetError(LowerArm-P1-Slot12),40017,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot12),93
EFEM-Robot_WaferGetError(LowerArm-P1-Slot13),40018,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot13),94
EFEM-Robot_WaferGetError(LowerArm-P1-Slot14),40019,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot14),95
EFEM-Robot_WaferGetError(LowerArm-P1-Slot15),40020,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot15),96
EFEM-Robot_WaferGetError(LowerArm-P1-Slot16),40021,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot16),97
EFEM-Robot_WaferGetError(LowerArm-P1-Slot17),40022,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot17),98
EFEM-Robot_WaferGetError(LowerArm-P1-Slot18),40023,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot18),99
EFEM-Robot_WaferGetError(LowerArm-P1-Slot19),40024,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot19),100
EFEM-Robot_WaferGetError(LowerArm-P1-Slot20),40025,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot20),101
EFEM-Robot_WaferGetError(LowerArm-P1-Slot21),40026,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot21),102
EFEM-Robot_WaferGetError(LowerArm-P1-Slot22),40027,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot22),103
EFEM-Robot_WaferGetError(LowerArm-P1-Slot23),40028,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot23),104
EFEM-Robot_WaferGetError(LowerArm-P1-Slot24),40029,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot24),105
EFEM-Robot_WaferGetError(LowerArm-P1-Slot25),40030,True,EFEM-Robot_WaferGetError(LowerArm-P1-Slot25),106
EFEM-Robot_WaferGetError(UpperArm-P1-Slot1),40031,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot1),107
EFEM-Robot_WaferGetError(UpperArm-P1-Slot2),40032,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot2),108
EFEM-Robot_WaferGetError(UpperArm-P1-Slot3),40033,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot3),109
EFEM-Robot_WaferGetError(UpperArm-P1-Slot4),40034,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot4),110
EFEM-Robot_WaferGetError(UpperArm-P1-Slot5),40035,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot5),111
EFEM-Robot_WaferGetError(UpperArm-P1-Slot6),40036,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot6),112
EFEM-Robot_WaferGetError(UpperArm-P1-Slot7),40037,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot7),113
EFEM-Robot_WaferGetError(UpperArm-P1-Slot8),40038,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot8),114
EFEM-Robot_WaferGetError(UpperArm-P1-Slot9),40039,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot9),115
EFEM-Robot_WaferGetError(UpperArm-P1-Slot10),40040,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot10),116
EFEM-Robot_WaferGetError(UpperArm-P1-Slot11),40041,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot11),117
EFEM-Robot_WaferGetError(UpperArm-P1-Slot12),40042,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot12),118
EFEM-Robot_WaferGetError(UpperArm-P1-Slot13),40043,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot13),119
EFEM-Robot_WaferGetError(UpperArm-P1-Slot14),40044,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot14),120
EFEM-Robot_WaferGetError(UpperArm-P1-Slot15),40045,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot15),121
EFEM-Robot_WaferGetError(UpperArm-P1-Slot16),40046,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot16),122
EFEM-Robot_WaferGetError(UpperArm-P1-Slot17),40047,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot17),123
EFEM-Robot_WaferGetError(UpperArm-P1-Slot18),40048,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot18),124
EFEM-Robot_WaferGetError(UpperArm-P1-Slot19),40049,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot19),125
EFEM-Robot_WaferGetError(UpperArm-P1-Slot20),40050,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot20),126
EFEM-Robot_WaferGetError(UpperArm-P1-Slot21),40051,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot21),127
EFEM-Robot_WaferGetError(UpperArm-P1-Slot22),40052,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot22),128
EFEM-Robot_WaferGetError(UpperArm-P1-Slot23),40053,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot23),129
EFEM-Robot_WaferGetError(UpperArm-P1-Slot24),40054,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot24),130
EFEM-Robot_WaferGetError(UpperArm-P1-Slot25),40055,True,EFEM-Robot_WaferGetError(UpperArm-P1-Slot25),131
EFEM-Robot_WaferGetError(LowerArm-P2-Slot1),40056,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot1),132
EFEM-Robot_WaferGetError(LowerArm-P2-Slot2),40057,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot2),133
EFEM-Robot_WaferGetError(LowerArm-P2-Slot3),40058,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot3),134
EFEM-Robot_WaferGetError(LowerArm-P2-Slot4),40059,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot4),135
EFEM-Robot_WaferGetError(LowerArm-P2-Slot5),40060,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot5),136
EFEM-Robot_WaferGetError(LowerArm-P2-Slot6),40061,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot6),137
EFEM-Robot_WaferGetError(LowerArm-P2-Slot7),40062,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot7),138
EFEM-Robot_WaferGetError(LowerArm-P2-Slot8),40063,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot8),139
EFEM-Robot_WaferGetError(LowerArm-P2-Slot9),40064,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot9),140
EFEM-Robot_WaferGetError(LowerArm-P2-Slot10),40065,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot10),141
EFEM-Robot_WaferGetError(LowerArm-P2-Slot11),40066,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot11),142
EFEM-Robot_WaferGetError(LowerArm-P2-Slot12),40067,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot12),143
EFEM-Robot_WaferGetError(LowerArm-P2-Slot13),40068,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot13),144
EFEM-Robot_WaferGetError(LowerArm-P2-Slot14),40069,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot14),145
EFEM-Robot_WaferGetError(LowerArm-P2-Slot15),40070,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot15),146
EFEM-Robot_WaferGetError(LowerArm-P2-Slot16),40071,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot16),147
EFEM-Robot_WaferGetError(LowerArm-P2-Slot17),40072,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot17),148
EFEM-Robot_WaferGetError(LowerArm-P2-Slot18),40073,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot18),149
EFEM-Robot_WaferGetError(LowerArm-P2-Slot19),40074,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot19),150
EFEM-Robot_WaferGetError(LowerArm-P2-Slot20),40075,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot20),151
EFEM-Robot_WaferGetError(LowerArm-P2-Slot21),40076,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot21),152
EFEM-Robot_WaferGetError(LowerArm-P2-Slot22),40077,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot22),153
EFEM-Robot_WaferGetError(LowerArm-P2-Slot23),40078,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot23),154
EFEM-Robot_WaferGetError(LowerArm-P2-Slot24),40079,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot24),155
EFEM-Robot_WaferGetError(LowerArm-P2-Slot25),40080,True,EFEM-Robot_WaferGetError(LowerArm-P2-Slot25),156
EFEM-Robot_WaferGetError(UpperArm-P2-Slot1),40081,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot1),157
EFEM-Robot_WaferGetError(UpperArm-P2-Slot2),40082,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot2),158
EFEM-Robot_WaferGetError(UpperArm-P2-Slot3),40083,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot3),159
EFEM-Robot_WaferGetError(UpperArm-P2-Slot4),40084,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot4),160
EFEM-Robot_WaferGetError(UpperArm-P2-Slot5),40085,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot5),161
EFEM-Robot_WaferGetError(UpperArm-P2-Slot6),40086,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot6),162
EFEM-Robot_WaferGetError(UpperArm-P2-Slot7),40087,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot7),163
EFEM-Robot_WaferGetError(UpperArm-P2-Slot8),40088,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot8),164
EFEM-Robot_WaferGetError(UpperArm-P2-Slot9),40089,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot9),165
EFEM-Robot_WaferGetError(UpperArm-P2-Slot10),40090,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot10),166
EFEM-Robot_WaferGetError(UpperArm-P2-Slot11),40091,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot11),167
EFEM-Robot_WaferGetError(UpperArm-P2-Slot12),40092,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot12),168
EFEM-Robot_WaferGetError(UpperArm-P2-Slot13),40093,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot13),169
EFEM-Robot_WaferGetError(UpperArm-P2-Slot14),40094,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot14),170
EFEM-Robot_WaferGetError(UpperArm-P2-Slot15),40095,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot15),171
EFEM-Robot_WaferGetError(UpperArm-P2-Slot16),40096,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot16),172
EFEM-Robot_WaferGetError(UpperArm-P2-Slot17),40097,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot17),173
EFEM-Robot_WaferGetError(UpperArm-P2-Slot18),40098,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot18),174
EFEM-Robot_WaferGetError(UpperArm-P2-Slot19),40099,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot19),175
EFEM-Robot_WaferGetError(UpperArm-P2-Slot20),40100,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot20),176
EFEM-Robot_WaferGetError(UpperArm-P2-Slot21),40101,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot21),177
EFEM-Robot_WaferGetError(UpperArm-P2-Slot22),40102,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot22),178
EFEM-Robot_WaferGetError(UpperArm-P2-Slot23),40103,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot23),179
EFEM-Robot_WaferGetError(UpperArm-P2-Slot24),40104,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot24),180
EFEM-Robot_WaferGetError(UpperArm-P2-Slot25),40105,True,EFEM-Robot_WaferGetError(UpperArm-P2-Slot25),181
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot1),40106,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot1),182
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot2),40107,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot2),183
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot3),40108,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot3),184
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot4),40109,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot4),185
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot5),40110,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot5),186
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot6),40111,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot6),187
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot7),40112,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot7),188
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot8),40113,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot8),189
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot9),40114,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot9),190
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot10),40115,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot10),191
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot11),40116,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot11),192
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot12),40117,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot12),193
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot13),40118,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot13),194
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot14),40119,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot14),195
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot15),40120,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot15),196
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot16),40121,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot16),197
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot17),40122,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot17),198
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot18),40123,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot18),199
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot19),40124,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot19),200
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot20),40125,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot20),201
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot21),40126,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot21),202
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot22),40127,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot22),203
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot23),40128,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot23),204
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot24),40129,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot24),205
EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot25),40130,True,EFEM-Robot_WaferGetError(LowerArm-Aligner1-Slot25),206
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot1),40131,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot1),207
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot2),40132,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot2),208
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot3),40133,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot3),209
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot4),40134,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot4),210
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot5),40135,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot5),211
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot6),40136,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot6),212
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot7),40137,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot7),213
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot8),40138,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot8),214
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot9),40139,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot9),215
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot10),40140,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot10),216
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot11),40141,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot11),217
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot12),40142,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot12),218
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot13),40143,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot13),219
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot14),40144,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot14),220
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot15),40145,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot15),221
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot16),40146,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot16),222
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot17),40147,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot17),223
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot18),40148,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot18),224
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot19),40149,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot19),225
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot20),40150,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot20),226
EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot21),40151,True,EFEM-Robot_WaferGetError(UpperArm-Aligner1-Slot21),227
