//Name,ID,DataType,Length,Unit,Remark,SeqNo
CMS_ACCESSMODE2_2,2007,UINT_1,,,(E87-CMS) [LOADPORT-2] Access Mode,1
CMS_PORTTRANSFERSTATE2_2,2009,UINT_1,,,(E87-CMS) [LOADPORT-2] Port Transfer State,2
CMS_PORTASSOCIATIONSTATE2_2,2017,UINT_1,,,(E87-CMS) [LOADPORT-2] Port Association State,3
CMS_PORTID2_2,2021,UINT_1,,,(E87-CMS) [LOADPORT-2] Port ID,4
