0,0,0,0,0.610351563,168.8180084
0,0,0,0,0.723266602,168.8600006
0,0,0,0,0.485229492,168.864151
0,0,0,0,0.741577148,168.837616
0,0,0,0,0.741577148,168.8860931
0,0,0,0,0.479125977,168.9384918
0,0,0,0,0.640869141,168.8458099
0,0,0,0,0.863647461,168.7667542
0,0,0,0,0.628662109,168.8387146
0,0,0,0,0.772094727,168.9014587
0,0,0,0,0.646972656,168.8875427
0,0,0,0,0.537109375,168.8666382
0,0,0,0,0.546264648,168.8216095
0,0,0,0,0.46081543,168.8029327
0,0,0,0,0.61340332,168.7988281
0,0,0,0,0.625610352,168.7960815
0,0,0,0,0.744628906,168.8238373
0,0,0,0,0.717163086,168.8568268
0,0,0,0,0.466918945,168.8870239
0,0,0,0,0.634765625,168.8661041
0,0,0,0,0.680541992,168.8187714
0,0,0,0,0.527954102,168.773819
0,0,0,0,0.537109375,168.7505951
0,0,0,0,0.872802734,168.7854004
0,0,0,0,0.598144531,168.8361816
0,0,0,0,0.506591797,168.8815918
0,0,0,0,0.592041016,168.9264832
0,0,0,0,0.601196289,168.9164581
0,0,0,0,0.570678711,168.9014587
0,0,0,0,0.668334961,168.8517456
0,0,0,0,0.640869141,168.8291626
0,0,0,0,0.674438477,168.8407745
0,0,0,0,0.5859375,168.8555908
0,0,0,0,0.576782227,168.907196
0,0,0,0,0.549316406,168.914444
0,0,0,0,0.750732422,168.9075317
0,0,0,0,0.592041016,168.8427429
0,0,0,0,0.561523438,168.7928772
0,0,0,0,0.497436523,168.7687073
0,0,0,0,0.555419922,168.7902985
0,0,0,0,0.71105957,168.822876
0,0,0,0,0.701904297,168.8720703
0,0,0,0,0.680541992,168.8967133
0,0,0,0,0.775146484,168.9015808
0,0,0,0,0.662231445,168.871994
0,0,0,0,0.592041016,168.8442535
0,0,0,0,0.695800781,168.8295746
0,0,0,0,0.643920898,168.8503265
0,0,0,0,0.622558594,168.8506012
0,0,0,0,0.698852539,168.8598938
0,0,0,0,0.665283203,168.8488922
0,0,0,0,0.595092773,168.8397675
0,0,0,0,0.622558594,168.8421631
0,0,0,0,0.524902344,168.8359528
0,0,0,0,0.665283203,168.8068085
0,0,0,0,0.518798828,168.7912903
0,0,0,0,0.640869141,168.808136
0,0,0,0,0.643920898,168.8207245
0,0,0,0,0.695800781,168.8556824
0,0,0,0,0.619506836,168.850708
0,0,0,0,0.885009766,168.8497925
0,0,0,0,0.698852539,168.8413849
0,0,0,0,0.643920898,168.8109894
0,0,0,0,0.625610352,168.7915344
0,0,0,0,0.735473633,168.7711792
0,0,0,0,0.592041016,168.7898865
0,0,0,0,0.720214844,168.8206482
0,0,0,0,0.521850586,168.8603058
0,0,0,0,0.592041016,168.86203
0,0,0,0,0.595092773,168.8391113
0,0,0,0,0.55847168,168.8429413
0,0,0,0,0.546264648,168.8138885
0,0,0,0,0.78125,168.8202667
0,0,0,0,0.747680664,168.8475647
0,0,0,0,0.640869141,168.8650208
0,0,0,0,0.527954102,168.8745575
0,0,0,0,0.738525391,168.8283997
0,0,0,0,0.576782227,168.7975464
0,0,0,0,0.759887695,168.7566071
0,0,0,0,0.717163086,168.7682343
0,0,0,0,0.354003906,168.7853241
0,0,0,0,0.653076172,168.8441925
0,0,0,0,0.604248047,168.8576355
0,0,0,0,0.646972656,168.8694
0,0,0,0,0.457763672,168.8423462
0,0,0,0,0.65612793,168.8255615
0,0,0,0,0.592041016,168.8294678
0,0,0,0,0.741577148,168.8373871
0,0,0,0,0.48828125,168.8800507
0,0,0,0,0.689697266,168.847641
0,0,0,0,0.540161133,168.8338013
0,0,0,0,0.820922852,168.7737274
0,0,0,0,0.567626953,168.7506409
0,0,0,0,0.546264648,168.7536469
0,0,0,0,0.567626953,168.7772827
0,0,0,0,0.640869141,168.8012848
0,0,0,0,0.662231445,168.8094177
0,0,0,0,0.805664063,168.7913513
0,0,0,0,0.708007813,168.7739868
0,0,0,0,0.643920898,168.7746124
0,0,0,0,0.631713867,168.8073578
0,0,0,0,0.552368164,168.8376465
0,0,0,0,0.518798828,168.8808899
0,0,0,0,0.659179688,168.8671875
0,0,0,0,0.476074219,168.8458252
0,0,0,0,0.51574707,168.7866974
0,0,0,0,0.616455078,168.7551575
0,0,0,0,0.659179688,168.7595367
0,0,0,0,0.71105957,168.7877808
0,0,0,0,0.732421875,168.8323669
0,0,0,0,0.469970703,168.8509827
0,0,0,0,0.619506836,168.8385773
